665,95,444,86
666,83,340,15
667,89,97,1
668,68,359,82
669,73,473,95
670,62,289,86
671,61,341,37
672,52,497,32
673,63,341,45
674,50,79,16
675,52,290,66
676,89,437,38
677,68,102,84
678,61,229,33
679,95,189,61
680,87,165,39
681,78,165,27
682,89,83,42
683,52,272,84
684,76,267,44
685,79,493,56
686,96,8,89
687,95,291,44
688,55,378,96
689,81,65,36
690,58,298,47
691,50,319,50
692,82,69,12
693,69,424,8
694,73,15,16
695,84,219,38
696,58,433,78
697,88,369,54
698,55,17,46
699,65,343,59
700,71,147,69
701,82,425,76
702,71,299,65
703,77,115,69
704,99,206,12
705,51,488,27
706,61,350,22
707,86,433,52
708,86,393,57
709,50,458,87
710,64,65,40
711,97,302,88
712,64,162,98
713,88,483,42
714,59,3,85
715,85,365,33
716,81,41,52
717,56,308,83
718,73,30,64
719,57,171,80
720,66,125,66
721,73,26,68
722,61,123,3
723,87,375,49
724,62,211,2
725,79,241,90
726,85,460,7
727,74,33,2
728,87,364,51
729,90,168,60
730,72,489,57
731,83,441,54
732,93,278,68
733,68,154,48
734,61,427,21
735,99,331,22
736,97,268,10
737,75,296,99
738,84,252,2
739,91,340,89
740,86,229,13
741,86,44,86
742,97,348,24
743,97,300,75
744,89,1,95
745,63,185,95
746,93,160,64
747,76,306,71
748,93,280,24
749,76,193,97
750,98,474,47
751,85,176,60
752,55,254,74
753,54,347,2
754,98,393,18
755,73,233,86
756,67,128,86
757,76,429,17
758,71,187,61
759,81,474,10
760,66,181,40
761,57,393,32
762,65,222,95
763,64,139,65
764,72,89,98
765,93,105,34
766,72,96,23
767,57,79,60
768,56,73,33
769,89,50,81
770,58,179,32
771,52,218,46
772,80,149,38
773,62,403,51
774,93,473,68
775,67,43,21
776,78,489,43
777,99,67,80
778,70,67,66
779,90,318,69
780,51,327,45
781,54,450,83
782,91,336,14
783,53,387,85
784,50,305,28
785,78,456,83
786,88,81,75
787,96,92,78
788,76,96,59
789,81,202,80
790,78,139,40
791,99,309,72
792,94,24,72
793,62,203,92
794,99,457,9
795,92,157,42
796,86,294,67
797,94,463,46
798,87,447,28
799,57,472,7
800,59,145,74
801,95,450,22
802,65,357,6
803,57,360,87
804,72,461,43
805,90,273,12
806,64,453,49
807,84,4,8
808,85,295,47
809,82,14,94
810,90,52,94
811,86,292,80
812,89,291,87
813,90,268,8
814,92,152,83
815,71,69,35
816,72,286,31
817,92,11,55
818,86,113,73
819,80,316,2
820,60,379,54
821,88,281,15
822,60,467,85
823,90,203,82
824,79,367,40
825,82,190,97
826,58,189,40
827,50,328,52
828,95,243,56
829,81,403,38
830,87,259,5
831,54,115,87
832,94,110,7
833,78,442,42
834,57,293,20
835,67,152,69
836,88,139,28
837,96,205,21
838,98,323,48
839,89,168,53
840,83,146,19
841,98,249,41
842,56,324,75
843,70,223,57
844,68,260,86
845,95,196,11
846,61,98,91
847,97,193,84
848,57,239,5
849,85,258,37
850,62,459,13
851,79,115,59
852,53,271,12
853,78,30,46
854,80,58,20
855,69,233,33
856,82,462,9
857,95,21,32
858,92,364,97
859,62,307,96
860,51,3,74
861,98,65,67
862,82,367,99
863,55,71,59
864,92,152,73
865,52,327,47
866,68,324,29
867,62,7,18
868,69,73,64
869,55,189,47
870,93,58,32
871,81,442,18
872,77,168,31
873,88,423,58
874,90,379,32
875,94,41,17
876,77,373,61
877,82,12,4
878,92,289,82
879,62,290,96
880,73,226,26
881,99,321,56
882,59,45,66
883,54,338,32
884,59,404,24
885,94,94,35
886,64,492,12
887,93,356,70
888,95,370,61
889,63,91,67
890,71,257,30
891,89,257,29
892,96,430,40
893,58,161,14
894,70,322,46
895,67,144,50
896,88,290,20
897,80,139,82
898,81,319,51
899,76,296,55
900,96,242,39
901,87,97,78
902,66,152,89
903,99,106,63
904,74,63,23
905,76,176,86
906,50,243,59
907,95,441,71
908,79,78,13
909,92,218,90
910,82,404,25
911,88,104,68
912,56,394,19
913,97,243,56
914,98,207,58
915,63,63,20
916,98,325,93
917,64,334,73
918,90,281,63
919,66,103,69
920,94,393,14
921,87,294,73
922,88,316,4
923,99,448,15
924,97,331,8
925,87,110,3
926,84,113,29
927,51,38,86
928,89,340,25
929,86,236,31
930,56,216,15
931,51,135,44
932,99,297,62
933,83,240,13
934,69,427,53
935,57,71,48
936,68,409,80
937,86,80,9
938,92,149,20
939,81,411,9
940,83,380,24
941,88,462,87
942,66,299,97
943,62,185,80
944,70,262,84
945,73,131,68
946,87,444,90
947,72,486,89
948,92,191,71
949,69,270,2
950,51,373,47
951,99,271,69
952,69,165,30
953,57,253,43
954,61,428,66
955,91,205,23
956,90,367,35
957,60,142,38
958,80,18,68
959,91,208,1
960,84,395,11
961,55,193,71
962,74,468,19
963,52,23,40
964,68,147,69
965,52,127,70
966,82,422,55
967,66,435,35
968,87,235,88
969,78,55,27
970,78,118,25
971,80,149,87
972,95,327,23
973,98,475,71
974,55,95,20
975,59,459,80
976,86,489,92
977,79,29,52
978,66,319,87
979,83,314,19
980,71,48,79
981,58,307,24
982,67,205,92
983,72,367,42
984,96,262,64
985,78,92,35
986,77,16,87
987,72,301,1
988,66,447,82
989,79,277,21
990,80,180,96
991,52,143,11
992,62,112,88
993,79,63,33
994,81,438,22
995,94,175,45
996,82,198,61
997,89,265,97
998,88,333,69
999,72,336,28
1000,91,250,36
1001,62,120,47
1002,99,423,18
1003,77,189,55
1004,97,319,33
1005,64,200,39
1006,80,294,88
1007,63,348,91
1008,59,178,52
1009,75,126,29
1010,90,497,6
1011,87,381,90
1012,53,217,3
1013,93,53,15
1014,82,439,8
1015,51,431,99
1016,57,492,44
1017,96,446,12
1018,82,337,43
1019,72,284,27
1020,57,77,10
1021,55,28,46
1022,73,183,87
1023,82,367,65
1024,65,259,57
1025,75,449,69
1026,58,305,62
1027,61,448,49
1028,66,333,37
1029,75,148,64
1030,68,108,16
1031,79,395,88
1032,78,166,37
1033,69,195,18
1034,77,48,32
1035,65,417,27
1036,90,489,54
1037,90,318,88
1038,88,495,87
1039,86,214,60
1040,73,92,47
1041,93,89,30
1042,82,4,42
1043,71,24,21
1044,70,340,31
1045,70,252,22
1046,95,158,69
1047,68,314,14
1048,50,282,48
1049,83,38,33
1050,59,448,89
1051,92,189,32
1052,92,432,83
1053,82,308,99
1054,84,326,82
1055,99,412,33
1056,79,246,78
1057,74,270,74
1058,74,268,61
1059,58,10,54
1060,98,142,19
1061,64,48,56
1062,62,112,4
1063,98,396,77
1064,76,346,11
1065,79,288,74
1066,77,30,92
1067,53,423,29
1068,72,179,48
1069,58,24,60
1070,81,108,48
1071,77,224,87
1072,68,25,35
1073,80,325,45
1074,63,467,18
1075,87,399,35
1076,71,260,68
1077,82,78,52
1078,77,398,1
1079,57,242,67
1080,90,211,16
1081,85,131,20
1082,94,351,78
1083,72,254,78
1084,80,327,0
1085,84,184,50
1086,73,54,39
1087,90,437,46
1088,80,120,5
1089,97,23,19
1090,75,50,54
1091,84,263,28
1092,61,422,91
1093,66,317,5
1094,63,412,83
1095,68,125,66
1096,95,294,63
1097,71,412,2
1098,65,3,1
1099,53,396,8
1100,94,139,78
1101,60,499,94
1102,56,451,11
1103,89,398,46
1104,91,234,17
1105,55,192,90
1106,75,20,61
1107,84,267,38
1108,55,364,29
1109,84,335,33
1110,50,142,35
1111,56,453,27
1112,58,116,67
1113,50,139,80
1114,79,481,62
1115,78,51,39
1116,78,494,94
1117,52,142,24
1118,82,388,89
1119,97,497,71
1120,73,330,68
1121,86,231,3
1122,74,263,24
1123,97,145,66
1124,72,430,73
1125,93,74,76
1126,70,331,73
1127,76,61,27
1128,85,371,99
1129,74,258,38
1130,73,366,5
1131,71,396,25
1132,65,400,55
1133,87,112,27
1134,68,26,11
1135,51,176,62
1136,72,310,41
1137,75,123,79
1138,80,430,51
1139,63,270,67
1140,83,355,24
1141,74,378,26
1142,78,465,22
1143,67,229,4
1144,76,487,86
1145,54,423,40
1146,69,356,21
1147,68,72,13
1148,89,141,1
1149,79,477,11
1150,63,123,23
1151,52,302,94
1152,91,481,80
1153,70,78,67
1154,78,157,68
1155,61,67,22
1156,67,474,38
1157,81,185,50
1158,67,192,49
1159,93,262,42
1160,65,475,29
1161,75,212,99
1162,97,470,5
1163,70,231,92
1164,89,130,38
1165,64,483,97
1166,77,344,20
1167,53,374,38
1168,78,243,62
1169,74,292,49
1170,73,378,50
1171,72,19,54
1172,98,336,2
1173,94,238,0
1174,70,448,53
1175,72,363,67
1176,56,385,20
1177,73,66,41
1178,97,300,42
1179,88,351,3
1180,58,156,68
1181,94,68,16
1182,86,56,51
1183,67,326,33
1184,64,427,27
1185,64,340,37
1186,86,396,29
1187,52,294,79
1188,66,276,92
1189,52,354,63
1190,59,29,80
1191,72,165,13
1192,95,89,34
1193,64,98,55
1194,75,279,50
1195,70,106,73
1196,61,374,59
1197,69,398,77
1198,77,272,73
1199,62,84,39
1200,56,333,73
1201,97,15,65
1202,87,300,7
1203,74,56,68
1204,74,360,22
1205,68,7,70
1206,93,12,69
1207,95,55,24
1208,60,355,91
1209,79,173,84
1210,81,327,83
1211,52,268,68
1212,61,136,6
1213,95,57,42
1214,90,134,15
1215,94,249,54
1216,55,88,77
1217,85,63,81
1218,98,178,64
1219,73,296,20
1220,91,84,17
1221,55,33,24
1222,65,493,88
1223,91,207,3
1224,81,267,44
1225,58,93,39
1226,66,466,70
1227,64,461,14
1228,94,471,46
1229,74,366,1
1230,60,465,48
1231,76,175,52
1232,92,78,60
1233,84,42,55
1234,68,303,82
1235,72,168,78
1236,85,57,20
1237,85,88,11
1238,51,484,83
1239,83,111,21
1240,87,91,64
1241,54,8,83
1242,66,380,14
1243,64,54,58
1244,87,356,87
1245,98,422,1
1246,85,470,90
1247,52,40,48
1248,99,442,39
1249,84,176,37
1250,66,128,77
1251,71,319,36
1252,68,259,69
1253,92,256,1
1254,84,152,94
1255,78,92,38
1256,85,38,79
1257,87,364,25
1258,70,404,46
1259,65,493,70
1260,86,421,40
1261,90,74,53
1262,74,42,100
1263,93,193,90
1264,96,279,86
1265,72,376,52
1266,61,107,91
1267,74,129,98
1268,81,126,78
1269,56,297,71
1270,62,265,95
1271,88,376,26
1272,94,456,41
1273,70,18,42
1274,57,289,99
1275,87,7,99
1276,72,161,70
1277,62,214,16
1278,97,264,21
1279,76,194,29
1280,51,268,82
1281,83,38,63
1282,56,353,42
1283,80,237,70
1284,58,377,83
1285,66,237,39
1286,77,106,5
1287,58,203,78
1288,85,374,34
1289,83,400,25
1290,84,417,17
1291,58,348,6
1292,59,350,4
1293,53,401,10
1294,58,259,53
1295,67,93,24
1296,98,26,85
1297,72,182,18
1298,74,297,8
1299,53,38,58
1300,73,97,89
1301,55,127,38
1302,50,147,31
1303,75,130,79
1304,80,417,46
1305,54,192,68
1306,76,135,90
1307,82,108,96
1308,60,247,47
1309,72,419,23
1310,86,401,97
1311,69,318,19
1312,52,344,7
1313,51,322,46
1314,51,419,21
1315,94,493,31
1316,72,400,93
1317,96,66,14
1318,50,363,2
1319,88,116,21
1320,57,426,13
1321,53,403,68
1322,62,149,87
1323,58,482,37
1324,91,355,86
1325,66,469,46
1326,53,427,90
1327,94,362,4
1328,73,443,95
1329,67,135,1
1330,58,424,9
1331,84,377,47
1332,86,33,72
1333,52,163,99
1334,56,118,62
1335,70,247,43
1336,51,127,45
1337,69,131,4
1338,73,375,26
1339,93,464,60
1340,61,19,90
1341,73,477,13
1342,51,475,77
1343,85,187,49
1344,51,138,74
1345,69,240,30
1346,62,453,87
1347,82,111,33
1348,91,38,53
1349,70,304,96
1350,96,221,40
1351,73,469,52
1352,79,280,51
1353,97,122,40
1354,88,63,60
1355,88,253,50
1356,79,440,20
1357,89,360,22
1358,96,254,56
1359,61,163,70
1360,78,396,52
1361,95,23,99
1362,85,38,100
1363,98,231,35
1364,67,238,98
1365,85,475,99
1366,78,382,74
1367,50,135,95
1368,86,414,73
1369,56,105,62
1370,57,60,96
1371,66,264,77
1372,54,368,89
1373,56,118,99
1374,99,84,41
1375,60,302,6
1376,82,457,18
1377,71,12,22
1378,79,5,57
1379,58,244,97
1380,96,256,64
1381,67,490,16
1382,65,344,85
1383,62,48,0
1384,86,443,47
1385,55,30,63
1386,70,110,40
1387,83,79,94
1388,61,304,10
1389,94,86,94
1390,65,306,19
1391,58,221,68
1392,70,151,80
1393,90,274,39
1394,98,419,7
1395,93,412,65
1396,51,345,3
1397,85,66,11
1398,70,10,85
1399,84,313,14
1400,72,66,6
1401,97,423,98
1402,97,55,42
1403,61,328,18
1404,65,57,47
1405,72,351,18
1406,94,421,18
1407,91,88,37
1408,88,438,39
1409,96,60,22
1410,63,44,51
1411,90,220,79
1412,57,309,84
1413,78,242,99
1414,62,29,46
1415,66,98,59
1416,91,212,11
1417,56,58,17
1418,87,410,67
1419,67,88,12
1420,74,355,60
1421,54,403,80
1422,52,489,56
1423,53,7,47
1424,67,135,38
1425,72,230,63
1426,67,310,65
1427,50,286,81
1428,76,483,87
1429,55,406,26
1430,51,307,96
1431,66,301,9
1432,60,472,3
1433,86,243,41
1434,68,122,46
1435,98,176,34
1436,83,388,30
1437,61,311,85
1438,53,290,7
1439,66,150,80
1440,92,109,21
1441,50,304,2
1442,65,389,20
1443,56,194,74
1444,60,460,86
1445,96,126,99
1446,81,213,46
1447,74,105,49
1448,83,58,96
1449,58,274,78
1450,98,97,100
1451,68,5,85
1452,92,100,74
1453,77,439,74
1454,81,288,54
1455,56,129,44
1456,87,466,3
1457,92,445,0
1458,93,255,77
1459,78,37,40
1460,86,195,76
1461,97,222,52
1462,78,85,60
1463,71,325,74
1464,66,147,38
1465,88,138,100
1466,53,115,33
1467,97,255,26
1468,73,423,14
1469,63,130,49
1470,70,396,74
1471,96,165,37
1472,96,361,71
1473,78,307,64
1474,91,248,10
1475,87,390,86
1476,58,77,50
1477,68,153,71
1478,79,356,30
1479,85,64,90
1480,72,278,12
1481,90,489,85
1482,67,392,85
1483,53,497,51
1484,97,291,71
1485,61,69,60
1486,75,349,27
1487,70,350,42
1488,96,357,21
1489,58,341,26
1490,91,396,2
1491,56,9,10
1492,63,344,38
1493,81,142,76
1494,51,134,80
1495,64,485,68
1496,78,367,35
1497,91,282,97
1498,95,220,13
1499,82,43,92
1500,72,116,10
1501,63,116,17
1502,76,115,85
1503,68,82,98
1504,57,409,39
1505,95,435,51
1506,87,121,84
1507,66,188,99
1508,60,46,89
1509,95,243,69
1510,59,43,3
1511,92,429,2
1512,55,156,74
1513,76,8,49
1514,97,256,82
1515,61,253,12
1516,58,109,40
1517,51,173,12
1518,83,472,20
1519,65,276,24
1520,60,425,26
1521,62,119,94
1522,69,251,71
1523,95,49,19
1524,75,184,28
1525,61,343,37
1526,97,323,61
1527,76,283,10
1528,88,284,58
1529,56,43,54
1530,73,478,12
1531,94,337,86
1532,82,116,76
1533,73,87,23
1534,70,33,74
1535,85,417,8
1536,50,21,15
1537,63,220,66
1538,59,118,86
1539,69,80,67
1540,95,30,59
1541,78,353,84
1542,81,167,5
1543,74,176,12
1544,83,465,77
1545,71,130,20
1546,97,345,0
1547,88,100,86
1548,80,326,15
1549,77,146,16
1550,63,436,41
1551,97,282,49
1552,79,453,89
1553,75,111,6
1554,61,376,90
1555,99,292,34
1556,70,386,22
1557,52,436,64
1558,89,196,100
1559,51,362,92
1560,80,94,6
1561,71,181,24
1562,83,398,46
1563,57,484,51
1564,95,275,67
1565,65,85,64
1566,65,225,21
1567,59,349,77
1568,68,47,78
1569,79,137,90
1570,72,141,66
1571,97,15,77
1572,96,281,16
1573,85,194,68
1574,71,299,47
1575,53,103,58
1576,96,400,7
1577,52,145,31
1578,64,134,59
1579,84,484,45
1580,70,288,47
1581,58,259,34
1582,78,331,43
1583,83,239,25
1584,63,148,88
1585,50,1,27
1586,84,315,42
1587,53,266,80
1588,52,474,31
1589,61,394,47
1590,82,82,42
1591,52,334,87
1592,55,431,66
1593,95,47,69
1594,74,372,24
1595,74,97,74
1596,75,452,3
1597,95,47,52
1598,70,18,17
1599,83,491,62
1600,66,199,10
1601,59,14,58
1602,97,175,48
1603,58,86,60
1604,70,174,0
1605,68,478,30
1606,76,446,93
1607,91,57,88
1608,52,453,80
1609,77,324,73
1610,73,322,24
1611,96,134,76
1612,55,250,60
1613,94,111,8
1614,55,31,94
1615,80,292,53
1616,98,30,7
1617,91,400,49
1618,93,227,51
1619,55,89,34
1620,71,201,3
1621,79,156,69
1622,57,275,81
1623,93,139,18
1624,61,99,36
1625,71,467,25
1626,90,264,28
1627,71,475,46
1628,86,32,6
1629,96,262,29
1630,64,217,59
1631,84,55,30
1632,71,77,86
1633,99,332,34
1634,74,78,43
1635,78,184,67
1636,84,231,26
1637,65,200,32
1638,52,169,75
1639,69,374,58
1640,90,333,70
1641,54,392,100
1642,62,65,35
1643,66,390,56
1644,68,187,71
1645,56,235,27
1646,98,75,36
1647,55,497,90
1648,87,61,19
1649,54,444,43
1650,51,255,56
1651,57,220,76
1652,71,200,65
1653,73,25,75
1654,86,187,44
1655,97,141,15
1656,95,73,1
1657,57,197,91
1658,75,99,22
1659,66,322,20
1660,97,25,57
1661,95,482,77
1662,63,293,86
1663,95,403,23
1664,92,112,84
1665,86,399,44
