"262","12","8","61","4","2945349702.55","true"
"263","13","18","78","2","4010340475.64","false"
"264","14","16","95","1","5437644418.71","true"
"265","15","5","78","1","9839747322.08","false"
"266","16","12","67","3","1128562894.78","false"
"267","17","11","89","3","5861084219.42","true"
"268","18","9","51","4","8884300722.55","true"
"269","19","8","62","4","511920594.02","false"
"270","20","13","99","4","7853153004.28","true"
"271","21","18","79","3","1027485930.75","true"
"272","22","18","95","3","3975686247.46","false"
"273","23","0","75","4","3685340058.84","true"
"274","24","1","55","5","4054910908.46","false"
"275","25","11","50","1","2144337729.82","true"
"276","26","3","92","5","1349876811.18","false"
"277","27","1","70","1","8833556117.87","false"
"278","28","12","58","3","3002374192.90","false"
"279","29","4","88","2","1586882391.66","false"
"280","30","9","82","1","4741609771.34","true"
"281","31","4","58","4","702966671.34","true"
"282","32","16","52","5","3469931160.19","false"
"283","33","5","72","5","5820204987.46","true"
"284","34","2","85","2","4914087187.29","false"
"285","35","6","66","3","6220197351.46","false"
"286","36","8","83","4","7286796260.98","true"
"287","37","14","85","2","4673562831.81","true"
"288","38","18","61","5","6393822575.72","true"
"289","39","10","54","2","7421498638.30","false"
"290","40","19","65","4","519411771.49","true"
"291","41","10","91","2","7655551920.56","false"
"292","42","17","53","5","8168986059.69","true"
"293","43","16","71","1","61465710.05","true"
"294","44","3","77","5","4060286366.48","false"
"295","45","18","78","3","8477985524.87","false"
"296","46","16","73","1","7753926202.48","true"
"297","47","10","51","2","9422211404.60","true"
"298","48","0","71","5","4696621896.97","true"
"299","49","1","76","1","1402472881.26","false"
"300","0","12","53","5","6606961694.60","true"
"301","1","11","54","4","9501664789.51","true"
"302","2","14","72","5","7272529241.18","false"
"303","3","9","86","4","6149695027.88","false"
"304","4","5","51","4","2011588873.22","false"
"305","5","6","74","1","3529901817.36","false"
"306","6","3","57","1","2068914238.79","false"
"307","7","0","61","4","1034630687.31","true"
"308","8","10","79","5","3956615829.48","false"
"309","9","15","55","1","6877117628.11","false"
"310","10","8","51","5","8470365963.54","true"
"311","11","2","71","3","7202217839.84","true"
"312","12","15","52","2","4403828923.90","false"
"313","13","1","50","4","9990044019.71","false"
"314","14","5","85","2","9235199404.99","true"
"315","15","5","99","2","7323715464.49","true"
"316","16","19","71","1","9873992997.44","false"
"317","17","12","52","2","8366549569.03","true"
"318","18","9","71","2","5786044721.66","true"
"319","19","11","64","2","8917292722.18","false"
"320","20","14","73","5","7208952959.75","true"
"321","21","12","86","1","7045907149.89","true"
"322","22","18","50","4","7459745727.07","true"
"323","23","4","51","1","8813233718.69","false"
"324","24","16","50","1","5701476765.29","true"
"325","25","3","86","5","5387143006.26","true"
"326","26","4","93","4","6367361911.28","true"
"327","27","13","77","5","238764198.43","false"
"328","28","7","58","3","866880200.74","true"
"329","29","17","75","1","5509953252.70","true"
"330","30","13","86","3","1842432249.85","true"
"331","31","13","77","2","5890708841.16","false"
"332","32","12","64","4","8332292764.14","true"
"333","33","15","75","5","5319884464.18","true"
"334","34","8","67","5","1802526741.16","false"
"335","35","17","51","5","8929597170.71","false"
"336","36","7","67","1","5323843870.92","false"
"337","37","12","90","1","2018320013.72","true"
"338","38","4","95","4","7506155086.09","true"
"339","39","13","96","4","2536787941.17","false"
"340","40","3","95","4","4130064045.70","false"
"341","41","5","60","3","5119562423.42","false"
"342","42","13","60","5","5907425299.46","false"
"343","43","16","57","3","2676701587.98","false"
"344","44","4","90","3","4721255763.52","false"
"345","45","16","98","1","4776352426.25","true"
"346","46","8","61","5","273880072.66","false"
"347","47","9","74","1","6818503684.41","false"
"348","48","17","77","1","4881021973.38","false"
"349","49","8","74","2","2771831240.29","false"
"350","0","4","58","1","5936864948.89","false"
"351","1","5","51","4","1067450094.06","false"
"352","2","14","54","1","6038431898.92","false"
"353","3","17","96","5","940653044.60","true"
"354","4","5","59","2","9718584633.89","true"
"355","5","7","51","5","7154037038.31","true"
"356","6","15","72","5","2663318906.22","false"
"357","7","10","93","1","3216775515.34","false"
"358","8","8","60","3","6488395993.48","false"
"359","9","17","94","2","6483553671.69","false"
"360","10","17","69","2","1515398433.26","false"
"361","11","11","74","4","5300577181.24","false"
"362","12","13","76","1","4271425610.12","true"
"363","13","4","50","5","246555589.36","true"
"364","14","6","88","5","3757151646.27","true"
"365","15","8","94","5","691278962.46","true"
"366","16","12","55","1","8783852128.55","true"
"367","17","3","73","4","9540815542.88","false"
"368","18","3","93","4","4931875461.08","false"
"369","19","18","94","3","7248939053.13","false"
"370","20","7","60","5","3572795647.26","true"
"371","21","16","60","1","7057293604.58","true"
"372","22","16","76","5","1296728064.52","true"
"373","23","14","95","4","2121067406.14","false"
"374","24","0","87","2","8168138336.01","false"
"375","25","5","78","5","1850932820.10","true"
"376","26","12","55","5","8776443226.12","false"
"377","27","10","64","5","209210182.71","false"
"378","28","1","80","5","6775265989.24","true"
"379","29","8","82","4","3419136975.03","false"
"380","30","15","66","2","6214899925.20","true"
"381","31","17","73","2","9885715335.23","false"
"382","32","19","59","4","7798407223.07","true"
"383","33","2","80","4","9410240998.70","false"
"384","34","17","55","3","2194137506.54","false"
"385","35","7","57","3","7598398613.82","true"
"386","36","11","56","2","56495682.85","true"
"387","37","4","87","5","9489951397.80","true"
"388","38","0","52","4","7390464021.12","false"
"389","39","3","80","5","6749577215.01","false"
"390","40","10","56","1","9676832552.05","true"
"391","41","7","81","3","8322918748.20","false"
"392","42","7","50","4","386224033.21","false"
"393","43","16","71","1","1034771019.45","true"
"394","44","9","86","4","2365404228.91","true"
"395","45","11","74","2","5352003244.66","true"
"396","46","9","62","4","9356437229.48","false"
"397","47","9","74","5","3760547966.24","true"
"398","48","3","75","3","5334951525.82","false"
"399","49","7","91","3","867783302.76","false"
"400","0","13","67","3","3377844585.25","false"
"401","1","9","56","4","1564720237.30","false"
"402","2","3","78","2","2781603670.01","false"
"403","3","7","97","2","4457381302.54","false"
"404","4","15","64","1","3786947044.76","false"
"405","5","12","79","5","966226949.06","false"
"406","6","18","89","2","6997074537.80","false"
"407","7","16","69","4","6409431035.59","true"
"408","8","10","83","1","3504000564.54","true"
"409","9","15","70","4","9307444716.33","true"
"410","10","13","53","5","8539523746.35","true"
"411","11","13","55","3","8540010784.34","true"
"412","12","10","61","1","4297126722.76","true"
"413","13","11","51","2","2580030129.97","true"
"414","14","0","74","5","3974865919.12","true"
"415","15","4","57","5","906319083.77","true"
"416","16","2","97","4","7332448421.38","true"
"417","17","0","83","5","5853740724.35","false"
"418","18","2","84","2","5510989998.56","true"
"419","19","7","76","4","5251894305.12","false"
"420","20","0","77","2","6879928397.55","false"
"421","21","1","89","3","369932946.67","true"
"422","22","18","72","3","9256737018.34","false"
"423","23","14","91","2","800894739.96","true"
"424","24","8","56","1","8431761141.48","false"
"425","25","0","94","2","9682213445.49","true"
"426","26","12","63","5","836894469.65","false"
"427","27","6","76","5","4174058495.80","true"
"428","28","17","56","4","7830952732.17","true"
"429","29","16","78","4","7555187019.99","true"
"430","30","14","85","3","7783403987.94","true"
"431","31","13","66","4","8803888177.86","true"
"432","32","18","82","3","4116615354.53","true"
"433","33","14","65","3","2294937239.89","false"
"434","34","13","51","4","6692025277.52","true"
"435","35","17","75","4","560693745.20","true"
"436","36","13","65","3","7166600950.55","false"
"437","37","15","59","2","87948458.43","false"
"438","38","9","73","4","5278935859.74","true"
"439","39","16","93","1","1510733404.95","true"
"440","40","9","83","1","8510889722.98","true"
"441","41","4","71","1","279866057.94","false"
"442","42","19","60","4","3993906538.50","false"
"443","43","6","76","4","1058413690.03","true"
"444","44","5","75","1","6270075643.74","false"
"445","45","16","62","3","2866657504.63","true"
"446","46","16","84","5","230741285.53","false"
"447","47","4","90","5","6052437648.81","false"
"448","48","18","63","5","38696141.73","false"
"449","49","1","65","4","2239806344.84","false"
"450","0","17","96","2","1444071680.63","true"
"451","1","1","53","2","3649321250.95","true"
"452","2","14","93","5","1048850377.59","true"
"453","3","3","98","5","6501248775.66","false"
"454","4","9","93","3","4088547645.92","false"
"455","5","6","60","3","8834384775.36","false"
"456","6","14","75","4","4432124579.32","false"
"457","7","14","54","2","1309502909.96","true"
"458","8","3","98","2","2584987403.29","false"
"459","9","14","95","5","25524222.53","true"
"460","10","11","95","1","7413715905.11","true"
"461","11","12","63","1","3736044111.28","false"
"462","12","18","86","4","4573023250.98","true"
"463","13","0","92","2","8548310768.91","false"
"464","14","9","74","5","534918762.01","true"
"465","15","2","88","4","9641349352.07","true"
"466","16","6","76","5","3374303357.76","false"
"467","17","9","55","1","3601043807.29","true"
"468","18","19","51","5","7510311714.54","false"
"469","19","4","79","3","4432369910.10","true"
"470","20","18","78","3","8210043306.42","true"
"471","21","12","74","5","7879016535.28","false"
"472","22","7","87","3","1342463601.70","true"
"473","23","1","59","3","6865038572.33","false"
"474","24","2","83","4","7280015765.49","false"
"475","25","10","74","1","4870752139.82","true"
"476","26","13","88","2","2049028230.21","true"
"477","27","0","57","4","531063900.34","true"
"478","28","1","90","3","1141826244.15","false"
"479","29","12","57","3","3482812482.99","false"
"480","30","11","89","2","477229541.52","true"
"481","31","10","82","5","8329800478.55","true"
"482","32","5","81","1","2856551210.83","false"
"483","33","10","58","3","5576164693.65","true"
"484","34","19","85","4","4651279791.81","true"
"485","35","8","86","1","7541394686.84","true"
"486","36","18","58","4","1348349271.59","true"
"487","37","16","64","3","235436863.28","true"
"488","38","17","95","2","1302989670.81","true"
"489","39","7","75","2","6032550103.16","false"
"490","40","11","60","3","4247434098.78","false"
"491","41","17","62","2","1780788820.72","false"
"492","42","10","58","3","7055159574.64","true"
"493","43","2","92","3","2949432960.53","false"
"494","44","10","52","1","4583360830.91","true"
"495","45","9","57","2","2347080775.11","false"
"496","46","6","82","5","2538833962.20","false"
"497","47","14","55","4","6215640697.71","false"
"498","48","3","55","5","588876473.45","false"
"499","49","10","61","3","3946819069.69","true"
